,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
214,1437,勤益控,"146,184",79,"3,415,919",23.70,23.70,23.30,23.35, ,0.0,23.35,3,23.40,31,16.10
215,1438,三地開發,"22,038",12,"259,438",11.30,12.00,11.30,11.95, ,0.0,11.70,13,11.95,2,25.43
216,1439,中和,"42,110",29,"1,102,739",26.10,26.50,26.10,26.25,+,0.15,26.15,3,26.25,14,59.66
217,1440,南紡,"2,339,988",709,"30,515,433",13.10,13.20,12.90,13.15,+,0.1,13.10,51,13.15,95,77.35
218,1441,大東,"249,480",181,"1,835,114",7.52,7.52,7.27,7.35,-,0.19,7.32,3,7.35,3,0.00
219,1442,名軒,"313,418",112,"5,325,335",17.30,17.30,16.90,17.10, ,0.0,17.10,1,17.20,29,122.14
220,1443,立益,"52,189",28,"584,939",11.25,11.30,11.05,11.30, ,0.0,11.10,7,11.30,6,0.00
221,1444,力麗,"7,604,309","2,305","83,559,157",10.90,11.25,10.80,11.15,+,0.25,11.15,48,11.20,97,0.00
222,1445,大宇,"162,498",42,"1,845,551",11.40,11.45,11.25,11.40, ,0.0,11.40,1,11.45,17,0.00
223,1446,宏和,"120,441",76,"3,498,242",29.15,29.20,28.85,28.85,-,0.25,28.85,3,28.95,1,360.62
224,1447,力鵬,"3,496,918","1,068","26,838,618",7.62,7.75,7.61,7.75,+,0.03,7.75,10,7.76,35,0.00
225,1449,佳和,"273,129",201,"6,148,401",22.45,22.85,22.25,22.75,+,0.35,22.70,4,22.75,13,0.00
226,1451,年興,"78,958",93,"1,274,243",16.00,16.50,16.00,16.10,+,0.1,16.15,21,16.25,1,0.00
227,1452,宏益,"96,260",70,"1,563,725",16.55,16.55,16.15,16.20, ,0.0,16.20,5,16.25,29,30.00
228,1453,大將,"111,273",70,"909,297",8.17,8.25,8.11,8.20,-,0.15,8.18,2,8.20,3,0.00
229,1454,台富,"60,386",57,"485,600",8.12,8.13,8.00,8.05,-,0.03,8.04,2,8.05,2,0.00
230,1455,集盛,"2,206,610",694,"19,937,157",9.10,9.13,8.95,9.13,+,0.09,9.10,3,9.13,5,0.00
231,1456,怡華,"161,581",102,"2,340,124",14.85,14.85,14.35,14.50,-,0.15,14.45,7,14.50,2,0.00
232,1457,宜進,"584,543",260,"8,199,979",14.05,14.10,14.00,14.10,+,0.1,14.05,28,14.10,19,5.00
233,1459,聯發,"269,147",108,"2,195,843",8.29,8.30,8.09,8.18, ,0.0,8.12,4,8.18,7,0.00
234,1460,宏遠,"706,587",271,"6,324,289",9.01,9.03,8.90,8.90,-,0.12,8.90,32,8.94,1,0.00
235,1463,強盛,"172,262",72,"2,090,211",12.10,12.30,12.05,12.15,+,0.05,12.10,4,12.15,3,57.86
236,1464,得力,"562,495",335,"9,650,458",17.50,17.50,17.05,17.15,-,0.2,17.10,29,17.15,8,343.00
237,1465,偉全,"78,192",160,"979,422",12.55,12.60,12.45,12.50,+,0.05,12.45,21,12.50,15,0.00
238,1466,聚隆,"1,747,508",914,"30,667,500",17.90,18.30,17.25,17.25,-,0.65,17.25,43,17.30,18,0.00
239,1467,南緯,"1,404,158",469,"25,594,522",18.25,18.65,18.00,18.10,-,0.15,18.10,49,18.15,5,0.00
240,1468,昶和,"48,000",35,"609,900",12.75,12.80,12.55,12.75,+,0.1,12.55,4,12.75,2,42.50
241,1470,大統新創,"2,010",3,"34,972",17.30,17.50,17.30,17.50,+,0.3,17.55,1,17.70,10,47.30
242,1471,首利,"295,850",95,"1,561,790",5.29,5.44,5.15,5.44,+,0.12,5.27,3,5.44,3,3.18
243,1472,三洋紡,"39,000",18,"388,250",9.92,10.45,9.90,10.45,+,0.5,9.93,1,10.15,2,0.00
244,1473,台南,"328,870",306,"5,706,931",17.55,17.55,17.25,17.45,-,0.1,17.40,5,17.50,3,0.00
245,1474,弘裕,"536,488",217,"6,269,909",11.60,11.90,11.60,11.60,-,0.15,11.60,44,11.75,28,13.65
246,1475,業旺,"22,108",19,"838,556",40.00,41.00,36.80,37.20,-,2.8,37.00,7,39.30,1,0.00
247,1476,儒鴻,"911,883",751,"370,834,830",409.00,410.00,402.00,406.00,+,1.0,405.50,2,406.00,1,29.34
248,1477,聚陽,"2,371,649","1,891","473,210,322",200.00,201.00,195.50,200.50,+,1.5,200.00,41,200.50,2,22.11
249,1503,士電,"127,508",109,"6,176,145",48.95,48.95,48.15,48.30,-,0.1,48.30,1,48.35,53,15.00
250,1504,東元,"4,241,300","2,340","117,350,076",28.00,28.20,27.40,27.50,-,0.25,27.50,55,27.55,4,15.90
251,1506,正道,"42,858",33,"428,869",10.15,10.15,9.96,10.00, ,0.0,10.00,12,10.05,8,0.00
252,1507,永大,"80,828",79,"4,795,008",60.60,60.60,59.00,59.10,-,0.6,59.10,1,59.40,1,20.38
253,1512,瑞利,"57,025",31,"250,650",4.41,4.41,4.36,4.36,-,0.05,4.36,2,4.40,14,0.00
254,1513,中興電,"10,897,005","5,169","505,759,141",45.85,47.20,45.80,46.45,+,1.05,46.40,44,46.45,10,22.88
255,1514,亞力,"1,027,803",551,"24,943,440",23.75,24.60,23.75,24.40,+,0.3,24.35,11,24.40,46,15.44
256,1515,力山,"737,982",472,"54,011,044",73.70,73.70,72.70,73.60, ,0.0,73.60,10,73.70,26,20.39
257,1516,川飛,"44,728",43,"965,859",21.85,21.85,21.50,21.80, ,0.0,21.75,4,21.80,5,26.59
258,1517,利奇,"784,464",358,"9,955,050",12.60,12.85,12.60,12.65,+,0.05,12.65,25,12.70,3,84.33
259,1519,華城,"2,791,661","1,495","119,067,750",43.25,44.40,42.90,43.90,+,1.35,43.90,6,44.00,19,22.98
260,1521,大億,"70,759",59,"3,744,306",52.70,54.30,52.50,53.60,+,0.9,53.20,1,54.00,4,27.35
261,1522,堤維西,"918,890",441,"21,078,279",22.60,23.40,22.45,23.25,+,0.8,23.20,5,23.25,2,28.70
262,1524,耿鼎,"2,830,948",818,"30,329,565",10.80,10.90,10.35,10.80,+,0.2,10.80,2,10.85,12,27.00
263,1525,江申,"281,126",201,"19,498,456",69.60,71.30,68.00,69.80, ,0.0,69.50,3,69.80,3,17.54
264,1526,日馳,"483,156",313,"19,897,942",41.30,41.70,40.70,41.25,+,0.35,41.20,3,41.25,23,14.27
265,1527,鑽全,"895,005",634,"38,213,038",42.00,43.30,41.40,42.95,+,1.4,42.90,8,42.95,3,26.68
266,1528,恩德,"534,209",274,"5,282,940",10.00,10.00,9.81,9.89,-,0.1,9.89,4,9.90,30,0.00
267,1529,樂士,"350,662",157,"5,899,020",16.00,17.45,15.75,16.55,+,0.55,16.55,4,16.85,1,17.99
268,1530,亞崴,"85,215",49,"2,715,465",31.90,32.20,31.70,31.80,-,0.1,31.80,1,31.85,3,8.91
269,1531,高林股,"130,992",127,"1,493,055",11.70,11.70,11.25,11.40,-,0.1,11.35,20,11.40,23,0.00
270,1532,勤美,"266,753",150,"8,007,779",30.10,30.25,29.95,30.15,+,0.2,30.05,1,30.15,28,47.86
271,1533,車王電,"2,133,318","1,368","124,660,096",56.20,59.40,56.20,58.40,+,1.6,58.30,10,58.40,2,98.98
272,1535,中宇,"40,401",27,"1,340,902",33.25,33.30,33.05,33.30, ,0.0,33.20,2,33.30,1,24.31
273,1536,和大,"2,445,174","1,990","288,979,209",119.00,119.50,117.00,119.00, ,0.0,119.00,35,119.50,45,121.43
274,1537,廣隆,"166,678",163,"22,810,576",136.50,137.00,136.50,137.00,+,0.5,136.50,60,137.00,21,12.63
275,1538,正峰,"19,814",8,"149,247",7.53,7.60,7.51,7.51,-,0.01,7.51,1,7.80,1,0.00
276,1539,巨庭,"64,457",31,"1,153,255",17.95,17.95,17.80,17.85,-,0.1,17.85,4,18.00,2,0.00
277,1540,喬福,"207,756",83,"3,176,113",15.15,15.40,15.15,15.35,+,0.25,15.30,2,15.35,6,0.00
278,1541,錩泰,"25,241",22,"1,296,977",51.30,51.50,51.10,51.50,+,0.2,51.50,3,52.00,2,10.60
279,1558,伸興,"154,580",141,"21,643,151",139.00,140.50,139.00,140.50,+,2.0,140.50,10,141.00,20,11.59
280,1560,中砂,"704,569",461,"46,854,594",66.30,67.20,66.00,66.90,+,0.2,66.90,53,67.00,20,16.98
281,1568,倉佑,"3,894,493","2,209","110,162,625",28.75,29.05,27.85,28.00,-,1.3,28.00,69,28.10,2,400.00
282,1582,信錦,"325,714",305,"27,103,364",82.70,83.60,82.70,83.20,+,0.3,83.20,1,83.40,18,10.35
283,1583,程泰,"9,328",12,"585,351",62.80,63.00,62.50,63.00,+,0.6,62.70,4,63.00,1,15.79
284,1587,吉茂,"261,020",149,"5,939,658",22.60,23.10,22.30,23.05,+,0.45,23.05,1,23.10,13,10.92
285,1589,永冠-KY,"861,738",609,"67,403,832",77.40,79.00,77.30,78.30,+,1.3,78.30,2,78.50,60,18.12
286,1590,亞德客-KY,"792,468",715,"906,148,670","1,155.00","1,160.00","1,120.00","1,145.00",+,10.0,"1,145.00",13,"1,150.00",19,52.89
287,1592,英瑞-KY,"310,100",127,"2,392,233",7.71,7.82,7.50,7.78,+,0.05,7.59,1,7.81,3,0.00
288,1597,直得,"16,846,062","11,602","1,810,185,348",105.00,114.00,102.50,110.00,+,5.5,110.00,8,110.50,16,47.01
289,1598,岱宇,"759,517",523,"81,913,704",108.00,109.00,106.50,108.00,+,1.0,108.00,6,108.50,4,19.39
290,1603,華電,"93,457",80,"2,524,170",27.40,27.40,26.55,26.85,-,0.05,26.80,1,26.90,7,10.78
291,1604,聲寶,"763,995",412,"19,253,550",25.30,25.30,25.10,25.25,-,0.1,25.20,6,25.25,15,5.48
292,1605,華新,"7,571,844","1,987","129,067,824",16.95,17.20,16.95,17.05,+,0.05,17.05,104,17.10,150,9.58
293,1608,華榮,"3,862,064","1,106","44,012,695",11.40,11.65,11.15,11.55,+,0.25,11.55,5,11.60,146,12.16
294,1609,大亞,"39,655,565","12,224","756,262,489",18.65,19.50,18.60,19.20,+,1.1,19.15,104,19.20,281,14.01
295,1611,中電,"1,777,268",584,"22,891,535",12.90,13.10,12.70,12.85, ,0.0,12.85,12,12.90,6,5.14
296,1612,宏泰,"3,731,650","1,442","58,525,725",15.50,16.10,15.35,15.70,+,0.35,15.65,12,15.70,25,12.56
297,1614,三洋電,"188,109",68,"6,419,348",34.10,34.35,34.10,34.35,+,0.25,34.35,10,34.40,1,23.53
298,1615,大山,"605,464",46,"14,210,152",23.30,25.00,23.30,23.40,+,0.1,23.35,12,23.40,8,9.29
299,1616,億泰,"718,447",204,"3,732,159",5.21,5.28,5.14,5.28,+,0.07,5.25,21,5.28,5,0.00
300,1617,榮星,"66,000",24,"933,350",14.10,14.25,14.05,14.20,+,0.1,14.15,73,14.35,2,14.64
301,1618,合機,"802,395",297,"8,731,793",10.75,11.00,10.75,10.95,+,0.2,10.90,56,10.95,9,10.95
302,1626,艾美特-KY,"179,084",111,"4,317,572",24.60,24.70,23.80,24.25,-,0.35,24.15,1,24.25,12,32.33
303,1701,中化,"873,239",407,"19,105,375",22.05,22.10,21.75,21.90,-,0.1,21.85,24,21.90,17,12.23
304,1702,南僑,"631,658",421,"28,440,479",44.50,45.70,44.30,45.35,+,1.15,45.30,1,45.35,30,11.42
305,1707,葡萄王,"467,241",497,"80,775,553",174.00,174.50,172.00,172.50,-,1.5,172.50,14,173.00,3,18.37
306,1708,東鹼,"385,537",223,"8,451,376",22.05,22.10,21.85,21.95,+,0.1,21.95,3,22.00,20,28.88
307,1709,和益,"634,530",250,"8,967,477",14.20,14.25,14.10,14.10,+,0.05,14.10,72,14.15,21,15.16
308,1710,東聯,"3,046,970","1,221","52,569,803",17.40,17.75,17.00,17.65,+,0.35,17.60,28,17.65,6,0.00
309,1711,永光,"1,060,403",507,"16,632,396",15.95,15.95,15.60,15.70,-,0.05,15.70,28,15.75,22,49.06
310,1712,興農,"364,067",212,"7,512,660",20.80,20.80,20.55,20.70,+,0.15,20.65,10,20.70,18,11.37
311,1713,國化,"173,172",64,"3,286,006",19.45,19.45,18.80,18.80,-,0.3,18.80,9,18.95,3,39.17
312,1714,和桐,"3,723,607","1,167","34,538,457",9.48,9.49,9.17,9.24,-,0.16,9.22,35,9.24,13,5.19
313,1717,長興,"3,706,218","1,856","123,664,744",33.45,33.70,33.15,33.70,+,0.3,33.65,80,33.70,14,18.12
314,1718,中纖,"9,958,466","3,021","85,997,617",8.76,8.77,8.53,8.70,-,0.04,8.70,1,8.71,40,6.80
315,1720,生達,"284,512",213,"10,127,334",35.55,35.90,35.50,35.70,+,0.2,35.60,1,35.80,3,13.84
316,1721,三晃,"271,188",131,"2,676,469",9.83,9.99,9.80,9.89,+,0.11,9.88,2,9.89,48,3.77
317,1722,台肥,"3,012,466","1,184","153,973,589",51.60,51.60,50.90,51.10,-,0.4,51.00,40,51.10,22,19.21
318,1723,中碳,"245,037",251,"24,639,919",101.00,101.00,100.00,100.50, ,0.0,100.50,31,101.00,14,35.26
319,1724,台硝,"43,190",59,"544,236",12.65,12.70,12.50,12.60, ,0.0,12.60,1,12.75,3,48.46
320,1725,元禎,"14,054",15,"214,110",15.40,15.40,15.00,15.10, ,0.0,15.05,2,15.10,25,16.59
321,1726,永記,"14,005",17,"990,244",71.40,71.40,70.20,70.80,+,0.7,70.40,1,70.90,2,13.91
322,1727,中華化,"36,881",90,"397,456",10.80,10.95,10.70,10.95,+,0.15,10.85,1,10.95,1,0.00
323,1730,花仙子,"78,792",120,"5,490,897",70.00,70.00,69.50,69.70,-,0.1,69.70,4,69.80,1,12.27
324,1731,美吾華,"349,314",205,"5,768,051",16.50,16.75,16.40,16.40,-,0.2,16.40,10,16.50,1,14.02
325,1732,毛寶,"21,560,612","9,379","681,342,470",32.10,33.25,30.25,30.75,-,1.4,30.70,18,30.75,6,37.50
326,1733,五鼎,"168,350",111,"3,656,097",21.80,21.90,21.65,21.70,-,0.2,21.70,4,21.75,6,15.07
327,1734,杏輝,"2,191,393","1,364","60,935,747",28.60,29.05,27.25,27.65,-,0.95,27.60,17,27.65,1,76.81
328,1735,日勝化,"4,000",3,"65,400",16.35,16.35,16.35,16.35, ,0.0,16.40,5,16.65,2,35.54
329,1736,喬山,"1,248,807",964,"106,691,857",85.70,86.20,84.20,86.00,+,0.6,85.90,8,86.00,17,29.05
330,1737,臺鹽,"182,918",145,"5,856,952",32.15,32.15,32.00,32.05, ,0.0,32.00,23,32.05,1,20.16
331,1760,寶齡富錦,"683,540",488,"53,489,909",78.20,79.30,77.60,78.30,+,0.4,78.30,35,78.40,3,126.29
332,1762,中化生,"1,361,379",798,"72,926,978",54.70,55.60,52.70,53.20,-,1.5,53.20,7,53.30,1,8.78
333,1773,勝一,"320,766",265,"32,547,123",101.50,102.50,101.00,101.50, ,0.0,101.50,12,102.00,2,16.58
334,1776,展宇,"8,000",5,"130,500",16.10,16.45,16.10,16.45, ,0.0,16.35,1,16.45,1,29.91
335,1783,和康生,"131,118",57,"2,948,414",22.35,22.60,22.35,22.50,+,0.15,22.45,13,22.50,1,30.82
336,1786,科妍,"122,781",95,"6,481,134",52.60,53.40,52.20,53.30,+,0.7,53.20,7,53.30,17,24.56
337,1789,神隆,"1,001,927",598,"24,503,284",24.60,24.75,24.25,24.30,-,0.25,24.30,21,24.35,2,59.27
338,1795,美時,"1,136,812",846,"79,375,465",70.10,71.50,68.90,69.20,-,0.6,69.20,30,69.30,4,20.00
339,1802,台玻,"15,313,428","4,604","260,352,559",16.85,17.45,16.50,17.30,+,0.5,17.30,"1,043",17.35,81,192.22
340,1805,寶徠,"793,000",274,"8,847,600",11.40,11.40,10.65,11.20,-,0.2,11.15,2,11.20,1,0.00
341,1806,冠軍,"1,871,341",521,"13,786,840",7.26,7.52,7.17,7.52,+,0.32,7.51,2,7.52,41,0.00
342,1808,潤隆,"121,013",105,"7,025,289",58.80,58.80,57.80,58.20,+,0.3,58.10,3,58.20,4,21.32
343,1809,中釉,"606,019",284,"6,476,255",10.60,10.85,10.55,10.85,+,0.25,10.85,1,10.90,45,0.00
344,1810,和成,"415,008",140,"3,799,627",9.23,9.25,9.10,9.16,-,0.02,9.16,21,9.17,20,53.88
345,1817,凱撒衛,"50,000",45,"1,607,200",32.40,32.40,32.00,32.15,-,0.25,32.10,2,32.35,1,10.86
346,1903,士紙,"296,115",233,"14,556,107",49.50,50.60,48.60,49.25,-,0.1,49.20,1,49.25,2,0.00
347,1904,正隆,"5,283,855","2,246","156,563,657",30.05,30.05,29.35,29.60,-,0.3,29.60,69,29.65,199,9.67
348,1905,華紙,"24,372,712","5,700","259,457,675",11.00,11.05,10.15,10.35,-,0.35,10.35,44,10.40,248,0.00
349,1906,寶隆,"122,081",78,"1,896,545",15.60,15.65,15.40,15.55,+,0.1,15.50,12,15.60,5,31.10
350,1907,永豐餘,"4,585,040","1,741","112,885,008",25.05,25.05,24.35,24.60,-,0.2,24.55,101,24.60,9,8.95
351,1909,榮成,"11,789,905","3,193","230,841,523",19.60,19.90,19.30,19.80,+,0.25,19.75,25,19.80,13,25.06
352,2002,中鋼,"29,117,020","9,360","685,347,016",23.60,23.80,23.20,23.65,+,0.05,23.65,260,23.70,19,0.00
353,2002A,中鋼特,"29,220",29,"1,485,220",51.00,51.00,50.60,51.00, ,0.0,50.70,1,51.00,9,0.00
354,2006,東和鋼鐵,"9,597,562","4,047","312,824,429",32.35,33.20,31.80,33.15,+,1.0,33.10,5,33.15,37,13.76
355,2007,燁興,"1,947,453",544,"14,828,563",7.35,8.11,7.22,8.11,+,0.73,8.11,"1,015",--,0,0.00
356,2008,高興昌,"303,801",179,"4,155,828",13.60,14.10,13.30,14.00,+,0.4,13.95,7,14.00,1,0.00
357,2009,第一銅,"15,243,778","6,360","338,089,940",21.40,23.00,21.00,22.70,+,0.8,22.70,36,22.75,138,756.67
358,2010,春源,"2,819,283",780,"33,598,108",11.80,12.05,11.75,12.00,+,0.1,11.95,34,12.00,111,21.82
359,2012,春雨,"181,437",134,"3,200,052",18.10,18.10,17.45,17.65,+,0.05,17.60,3,17.65,1,24.51
360,2013,中鋼構,"613,293",369,"17,278,344",27.65,28.50,27.65,28.45,+,0.5,28.45,37,28.50,17,10.90
361,2014,中鴻,"22,036,796","6,492","331,402,573",14.90,15.40,14.70,15.25,+,0.35,15.25,19,15.30,77,0.00
362,2015,豐興,"1,044,836",655,"66,125,191",63.60,64.00,63.00,64.00,+,0.3,63.90,2,64.00,13,15.53
363,2017,官田鋼,"2,168,139",848,"22,728,857",10.15,10.85,10.05,10.75,+,0.65,10.70,14,10.75,25,0.00
364,2020,美亞,"595,133",240,"10,985,634",18.40,18.70,18.30,18.60,+,0.2,18.60,1,18.65,31,11.20
365,2022,聚亨,"1,841,796",512,"12,024,247",6.49,6.70,6.45,6.69,+,0.23,6.67,20,6.69,7,0.00
366,2023,燁輝,"17,167,735","4,708","204,051,963",11.55,12.10,11.25,12.00,+,0.55,12.00,63,12.05,228,0.00
367,2024,志聯,"15,351",14,"219,729",14.30,14.45,14.30,14.45, ,0.0,14.45,8,14.60,1,361.25
368,2025,千興,"435,321",81,"1,050,628",2.51,2.51,2.35,2.42,-,0.18,2.42,2,2.43,10,0.00
369,2027,大成鋼,"21,404,465","8,529","545,659,452",25.75,26.05,25.20,25.90, ,0.0,25.90,33,25.95,102,0.00
370,2028,威致,"2,729,805","1,253","53,952,340",19.10,20.95,18.55,20.95,+,1.9,20.95,528,--,0,19.76
371,2029,盛餘,"172,488",105,"3,486,559",20.25,20.45,20.05,20.25, ,0.0,20.20,10,20.30,3,202.50
372,2030,彰源,"1,135,396",426,"14,165,744",12.55,12.80,12.20,12.75,+,0.3,12.75,14,12.80,32,53.12
373,2031,新光鋼,"2,204,771","1,019","76,927,682",34.25,35.70,34.25,35.45,+,1.2,35.45,57,35.50,9,17.38
374,2032,新鋼,"1,045,654",458,"13,481,273",12.95,13.25,12.50,13.05,+,0.1,13.05,64,13.10,66,26.63
375,2033,佳大,"575,841",121,"7,015,976",12.00,12.30,11.85,12.05,+,0.05,12.05,11,12.15,36,21.14
376,2034,允強,"2,041,696",898,"50,509,160",24.85,25.15,24.40,25.00,+,0.2,24.95,11,25.00,12,23.15
377,2038,海光,"6,605,529","2,652","115,558,366",16.40,18.20,16.40,17.80,+,1.1,17.75,1,17.80,1,0.00
378,2049,上銀,"2,646,726","2,797","1,203,827,561",460.00,460.00,451.00,452.50,-,10.5,452.50,31,453.00,2,103.08
379,2059,川湖,"244,421",233,"74,094,918",300.50,304.50,300.50,303.00,-,0.5,302.50,4,303.50,15,23.31
380,2062,橋椿,"153,000",85,"3,515,700",23.25,23.25,22.85,22.85,-,0.15,22.85,12,22.95,11,0.00
381,2069,運錩,"67,000",46,"1,036,200",15.80,15.80,15.30,15.65,+,0.05,15.45,3,15.65,6,0.00
382,2101,南港,"848,502",486,"32,418,032",38.65,38.65,38.00,38.25,+,0.15,38.20,7,38.25,22,38.64
383,2102,泰豐,"515,266",233,"8,742,500",17.10,17.10,16.75,16.95,+,0.1,16.95,27,17.00,35,0.00
384,2103,台橡,"1,616,747",901,"32,032,589",19.90,20.15,19.65,19.85,+,0.15,19.80,22,19.85,44,0.00
385,2104,國際中橡,"2,041,652","1,020","46,532,589",22.60,23.15,22.55,22.95,+,0.4,22.85,197,22.95,80,0.00
386,2105,正新,"3,265,169","1,490","136,652,661",42.00,42.00,41.60,42.00,+,0.3,41.95,5,42.00,159,42.00
387,2106,建大,"587,543",451,"18,751,648",32.10,32.10,31.70,31.95,+,0.3,31.95,8,32.00,27,43.18
388,2107,厚生,"1,219,969",435,"27,856,314",22.80,23.00,22.75,22.95,+,0.15,22.95,15,23.00,61,8.83
389,2108,南帝,"2,040,708","1,299","119,793,425",58.30,59.40,58.30,58.90,+,0.2,58.80,32,58.90,16,15.26
390,2109,華豐,"214,204",107,"2,481,302",11.60,11.75,11.50,11.60,+,0.1,11.60,11,11.65,5,14.68
391,2114,鑫永銓,"46,698",49,"4,067,288",86.80,87.40,86.80,87.10,+,0.4,87.00,6,87.10,6,16.25
392,2115,六暉-KY,"63,271",55,"2,749,588",43.20,43.90,43.20,43.35,-,0.25,43.35,4,43.50,2,7.09
393,2201,裕隆,"10,422,868","6,101","438,720,985",41.25,43.35,40.90,43.20,+,2.25,43.15,11,43.20,84,0.00
394,2204,中華,"1,462,423",774,"68,711,479",48.00,48.00,46.65,47.60,+,0.05,47.55,65,47.60,11,0.00
395,2206,三陽工業,"2,269,207","1,305","73,692,457",32.35,32.75,32.20,32.70,+,0.35,32.65,4,32.70,5,15.80
396,2207,和泰車,"427,851",484,"262,120,349",624.00,624.00,609.00,610.00,-,4.0,610.00,7,611.00,1,25.15
397,2208,台船,"1,397,459",807,"34,297,924",24.15,24.80,24.15,24.65,+,0.65,24.60,18,24.65,93,0.00
398,2227,裕日車,"65,357",104,"16,301,673",250.00,250.00,249.00,249.00,+,2.0,248.50,2,249.50,3,12.37
399,2228,劍麟,"154,291",147,"11,797,193",76.10,77.90,75.20,77.70,+,1.4,77.40,6,77.80,1,33.06
400,2231,為升,"1,082,375","1,017","204,072,217",185.00,191.00,185.00,190.00,+,5.0,189.50,18,190.00,16,97.44
401,2233,宇隆,"491,518",371,"42,552,964",86.00,87.00,85.90,86.90,+,1.9,86.90,8,87.00,30,16.33
402,2236,百達-KY,"28,358",15,"514,586",18.25,18.25,18.10,18.10, ,0.0,18.10,7,18.20,9,"1,810.00"
403,2239,英利-KY,"523,392",430,"55,444,551",103.00,108.50,103.00,108.00,+,4.0,107.50,11,108.00,27,30.68
404,2241,艾姆勒,"212,810",150,"12,410,674",57.70,58.90,57.60,58.20,+,0.6,58.20,2,58.60,2,103.93
405,2243,宏旭-KY,"22,080",17,"250,170",11.35,11.60,11.20,11.50,+,0.15,11.40,4,11.55,3,0.00
406,2247,汎德永業,"217,840",334,"49,046,529",229.00,229.00,222.00,224.00,-,4.0,224.00,1,224.50,4,15.95
407,2301,光寶科,"6,370,582","2,640","339,349,397",53.20,53.70,52.90,53.00,+,0.3,53.00,422,53.10,2,11.83
408,2302,麗正,"709,087",365,"14,241,506",20.35,20.60,19.90,20.00, ,0.0,20.00,29,20.10,1,400.00
409,2303,聯電,"423,774,771","143,465","23,673,553,672",54.00,57.20,53.60,56.50,+,2.5,56.40,911,56.50,"1,423",32.10
410,2305,全友,"1,012,819",356,"8,602,634",8.55,8.69,8.41,8.46,-,0.09,8.46,13,8.47,6,52.88
411,2308,台達電,"17,907,677","12,145","5,235,523,191",299.50,299.50,290.00,291.00,-,8.0,291.00,147,291.50,5,32.66
412,2312,金寶,"14,524,403","4,422","176,259,237",12.20,12.35,12.05,12.15,-,0.05,12.15,66,12.20,270,60.75
413,2313,華通,"10,827,233","5,257","472,515,834",43.00,44.20,42.85,44.15,+,1.45,44.10,44,44.15,98,10.93
414,2314,台揚,"8,744,482","4,223","284,011,852",33.00,33.70,31.70,32.45,-,0.8,32.40,23,32.45,9,0.00
415,2316,楠梓電,"456,216",347,"13,829,829",30.40,30.40,30.25,30.30, ,0.0,30.30,6,30.35,5,13.84
416,2317,鴻海,"222,771,956","108,571","26,779,865,039",117.50,121.50,117.00,121.50,+,4.5,121.00,306,121.50,"1,679",16.27
417,2321,東訊,"27,317",36,"178,604",6.52,6.55,6.52,6.54,-,0.47,6.52,3,6.54,5,0.00
418,2323,中環,"9,712,558","2,438","84,125,057",8.74,8.81,8.56,8.66,-,0.06,8.66,53,8.68,30,0.00
419,2324,仁寶,"18,247,113","7,209","384,641,361",21.00,21.30,20.60,21.30,+,0.5,21.25,27,21.30,569,13.65
420,2327,國巨,"10,189,207","9,368","6,218,685,787",607.00,618.00,601.00,608.00, ,0.0,608.00,2,609.00,10,29.54
421,2328,廣宇,"83,928,141","39,773","3,489,896,743",40.45,42.60,40.00,41.95,+,1.0,41.95,83,42.00,359,42.37
422,2329,華泰,"9,738,683","3,397","158,742,248",16.15,16.60,15.90,16.45,+,0.4,16.40,51,16.45,15,0.00
423,2330,台積電,"134,238,314","235,186","88,023,707,664",649.00,665.00,649.00,649.00,-,24.0,649.00,685,650.00,213,34.27
424,2331,精英,"8,191,807","3,179","214,100,735",26.35,26.70,25.80,26.20,-,0.2,26.20,46,26.25,47,68.95
425,2332,友訊,"11,416,247","4,759","270,351,698",23.55,24.30,23.15,23.80,-,0.05,23.80,10,23.85,5,72.12
426,2337,旺宏,"59,351,983","22,301","2,399,473,337",40.00,40.80,40.00,40.80,+,1.2,40.80,188,40.85,361,15.34
427,2338,光罩,"9,812,219","4,778","407,163,081",40.75,41.95,40.40,41.75,+,1.4,41.70,18,41.75,86,27.65
428,2340,光磊,"3,704,533","1,690","87,953,486",23.35,24.15,23.25,23.95,+,0.6,23.90,19,23.95,40,18.42
429,2342,茂矽,"4,957,266","2,482","187,167,892",37.20,38.30,37.15,37.60,+,0.25,37.60,21,37.65,9,0.00
430,2344,華邦電,"100,240,616","31,457","2,768,298,211",27.35,28.00,27.20,28.00,+,1.0,27.95,508,28.00,981,147.37
431,2345,智邦,"3,349,041","2,898","969,855,660",283.50,294.00,281.00,291.50,+,6.0,291.50,2,292.00,5,34.09
432,2347,聯強,"3,660,355","2,177","170,474,322",46.90,47.05,45.85,46.80,+,0.3,46.80,3,46.85,1,10.24
433,2348,海悅,"286,377",234,"23,999,849",83.70,84.90,83.10,84.70,+,1.0,84.60,2,84.70,1,7.68
434,2349,錸德,"4,750,448","1,417","49,731,634",10.35,11.05,10.15,10.60,+,0.25,10.60,25,10.65,33,0.00
435,2351,順德,"3,356,039","2,556","306,295,313",90.00,92.90,89.70,91.00,+,1.0,91.00,46,91.30,1,62.33
